Order_ID,Order_Date,Ship_Days,Ship_Date,Customer_ID,Customer_Name,Customer_Age,Customer_Gender,Segment,Region,Country,State,City,Category,Product,Quantity,Unit_Price,Discount,Total_Sales,Profit,Profit_Margin,Shipping_Cost,Order_Priority,Delivery_Status,Return_Reason,zscore_sales,zscore_profit,GMV,Efective_Price,Delivery_Statuses,Order_Month,Cohort_Month
ORD-1451,2025-08-25,3,2025-08-28,CUST-1294,Mark Wyatt,32,Male,Home Office,South,United States,New Mexico,South Danielstad,Furniture,Office Chair,5,144,0.1576616096207169,606.4836410730838,83.90420207559964,0.1383453672833507,7.294903041232915,Medium,Pending,,-0.4403648132696875,-0.4379438577305175,720,121.29672821461678,-3,2025-08,2025-08
ORD-1452,2025-11-09,3,2025-11-12,CUST-6002,Tanya Sanders,59,Male,Consumer,North,United States,Arkansas,West Shannonville,Furniture,Binder,8,155,0.2408954332387081,941.289662784002,59.78145011963616,0.0635101525951361,11.8350148822132,Low,Pending,,-0.047915489500059326,-0.5942030256095239,1240,117.66120784800025,-3,2025-11,2025-11
ORD-1453,2025-09-12,3,2025-09-15,CUST-6960,Jessica Moore,31,Female,Home Office,West,United States,Massachusetts,South Jason,Office Supply,Pen Set,2,172,0.1962664308161251,276.484347799253,62.41429354585806,0.2257425928182206,18.24344836134422,Critical,Returned,Damaged Product,-0.8271798377664432,-0.5771483411486392,344,138.2421738996265,-3,2025-09,2025-09
ORD-1454,2025-05-07,3,2025-05-10,CUST-4926,Tricia Martin,45,Male,Consumer,East,United States,South Dakota,West Amandaland,Office Supply,Pen Set,1,461,0.2544901599187797,343.6800362774426,42.01387426743135,0.1222470607327183,4.275519785540301,Low,Delivered,,-0.7484151179183948,-0.7092954753831203,461,343.6800362774426,-3,2025-05,2025-05
ORD-1455,2025-03-01,2,2025-03-03,CUST-7003,Kerry Robinson,36,Male,Consumer,North,United States,Missouri,Alexistown,Technology,Computer,7,59,0.2777273907012721,298.2985876403746,52.18175664533598,0.1749312896789364,7.664257726416999,Medium,Delivered,,-0.801609856586151,-0.6434313135178648,413,42.61408394862495,-2,2025-03,2025-03
ORD-1456,2025-09-11,5,2025-09-16,CUST-9710,Christopher Curtis,48,Female,Home Office,East,United States,Ohio,Haynesburgh,Technology,Laptop,10,312,0.5686544485168206,1345.79812062752,201.0483138324715,0.1493896526907962,7.42149978173039,Low,Pending,,0.42623688663866083,0.32087675521073994,3120,134.57981206275198,-5,2025-09,2025-09
ORD-1457,2025-07-12,6,2025-07-18,CUST-8714,Timothy Martin,45,Female,Corporate,South,United States,Indiana,South Brittany,Technology,Computer,4,101,0.1144873048937887,357.74712882290936,64.00263611111254,0.178904681420364,14.637663359182683,High,Pending,,-0.7319261045826673,-0.5668595860345232,404,89.43678220572734,-6,2025-07,2025-07
ORD-1458,2025-08-22,2,2025-08-24,CUST-5509,Willie Brown,57,Male,Consumer,North,United States,Montana,East Savannahhaven,Office Supply,Paper,2,316,0.0266040240106022,615.1862568252993,79.81389678297542,0.1297394015185891,10.183962180291172,Medium,Cancelled,,-0.430163874679841,-0.46443949564792153,632,307.59312841264966,-2,2025-08,2025-08
ORD-1459,2025-05-08,5,2025-05-13,CUST-9431,Daniel Holloway,39,Female,Consumer,South,United States,Arizona,South Elizabethtown,Furniture,Standing Desk,10,142,0.0863452734330868,1297.3897117250167,275.51728386047546,0.2123627784084599,14.3247531773424,Low,Returned,Incorrect Item,0.3694940382231256,0.8032619868221719,1420,129.73897117250166,-5,2025-05,2025-05
ORD-1460,2025-08-22,4,2025-08-26,CUST-1335,Jamie Gonzalez,58,Male,Home Office,West,United States,Delaware,Ashleyview,Furniture,Binder,1,377,0.4416141866830722,210.51145162048172,15.842372250983365,0.0752565816682724,6.883968914298171,High,Returned,Not Specified,-0.9045112380804967,-0.8788257650739244,377,210.51145162048178,-4,2025-08,2025-08
ORD-1461,2025-07-24,2,2025-07-26,CUST-6954,Toni Hernandez,47,Female,Home Office,Central,United States,Georgia,Andersonland,Technology,Printer,3,233,0.5906916077921228,286.1065661533062,69.2287236905833,0.2419683148882646,12.87541799588828,Medium,Delivered,,-0.8159009692833895,-0.5330067280388155,699,95.36885538443538,-2,2025-07,2025-07
ORD-1462,2025-03-14,7,2025-03-21,CUST-3055,Katie May MD,35,Female,Corporate,East,United States,Kansas,West Angela,Technology,CPU,2,224,0.3196293689165385,304.80604272539074,71.83065928180939,0.2356602206424229,16.525962175949637,Medium,Delivered,,-0.7939820178318623,-0.5161522542581304,448,152.40302136269537,-7,2025-03,2025-03
ORD-1463,2025-11-14,3,2025-11-17,CUST-3849,Lisa Mcguire,55,Male,Home Office,Central,United States,Texas,West Christinetown,Technology,Computer,4,206,0.3563289053468967,530.3849819941571,50.51742917911916,0.0952467186932447,18.69232531796596,Medium,Returned,Not Specified,-0.5295653215003504,-0.6542122735602335,824,132.59624549853928,-3,2025-11,2025-11
ORD-1464,2025-03-27,1,2025-03-28,CUST-7066,Emily Moss,26,Male,Home Office,West,United States,Ohio,Schwartzfurt,Office Supply,Filing Cabinet,5,162,0.0486812321717858,770.5682019408534,152.21033700463738,0.1975300000976689,16.946407253750213,High,Cancelled,,-0.24802993642212262,0.004520576863311714,810,154.1136403881707,-1,2025-03,2025-03
ORD-1465,2024-12-11,6,2024-12-17,CUST-6826,Amy Smith,56,Male,Home Office,Central,United States,Oregon,East Keith,Furniture,Office Chair,1,255,0.3136045025689371,175.03085184492105,21.384209909051904,0.1221739463851693,8.5502627990365,Critical,Delivered,,-0.9461005061519124,-0.8429275830360227,255,175.03085184492105,-6,2024-12,2024-12
ORD-1466,2025-07-21,2,2025-07-23,CUST-2790,Nancy Bailey,46,Male,Corporate,North,United States,Minnesota,North Lori,Technology,Printer,3,326,0.1560127382581654,825.4195419835141,146.31083904090633,0.1772563303860191,9.140040357193516,Low,Pending,,-0.18373488223642861,-0.0336944097352058,978,275.1398473278381,-2,2025-07,2025-07
ORD-1467,2025-05-03,4,2025-05-07,CUST-5354,Laurie Anderson,50,Male,Consumer,Central,United States,Maryland,Port Janefurt,Furniture,Office Chair,3,321,0.2006738130713639,769.7511180122766,43.62822683318716,0.0566783546165519,15.422514295608549,High,Delivered,,-0.2489876970788586,-0.6988382361324393,963,256.58370600409216,-4,2025-05,2025-05
ORD-1468,2025-04-24,6,2025-04-30,CUST-5696,Mr. Tyler Dixon,40,Female,Home Office,East,United States,New Mexico,Lake Lisa,Office Supply,Filing Cabinet,10,34,0.5256882051509462,161.2660102486783,14.738332708667684,0.091391438815536,17.989861768606417,Low,Returned,Customer Changed Mind,-0.9622352302188103,-0.8859773662056153,340,16.12660102486783,-6,2025-04,2025-04
ORD-1469,2025-06-09,4,2025-06-13,CUST-7042,Billy Yates,54,Male,Consumer,Central,United States,Rhode Island,East Nathanland,Office Supply,Desk Organizer,5,170,0.0269196797141752,827.1182722429511,137.7324760308569,0.1665208962889414,2.3656709512547485,Medium,Cancelled,,-0.18174368286021592,-0.08926219355031048,850,165.4236544485902,-4,2025-06,2025-06
ORD-1470,2025-03-30,2,2025-04-01,CUST-7441,Kelly Hughes,56,Male,Corporate,West,United States,Iowa,Ashleyview,Office Supply,Filing Cabinet,8,151,0.1291075729895609,1052.0380518286104,97.41516753343272,0.0925966198314876,5.403812216611227,Critical,Delivered,,0.08190036675912016,-0.35042431503750093,1208,131.5047564785763,-2,2025-03,2025-03
ORD-1471,2025-02-02,4,2025-02-06,CUST-7448,George Lopez,46,Male,Home Office,West,United States,Connecticut,North Juliefort,Office Supply,Filing Cabinet,2,160,0.5119748653245125,156.168043096156,18.838725991587992,0.1206311202861688,11.316876269834376,High,Cancelled,,-0.9682109105586778,-0.8594163816406931,320,78.084021548078,-4,2025-02,2025-02
ORD-1472,2025-11-20,6,2025-11-26,CUST-7680,Victoria Flores,37,Male,Corporate,South,United States,Arizona,Harveyside,Office Supply,Stapler,3,454,0.3288138880993006,914.1554844087526,126.40531020087458,0.138275503846733,9.646428182646533,Critical,Cancelled,,-0.07972133904838546,-0.16263580822958384,1362,304.7184948029175,-6,2025-11,2025-11
ORD-1473,2025-01-18,2,2025-01-20,CUST-1755,Jacob Wilkinson,34,Male,Home Office,North,United States,Rhode Island,Erinton,Office Supply,Stapler,2,428,0.2886238160108436,608.9380134947179,31.669178942095748,0.0520072293735534,17.90633835097983,Low,Delivered,,-0.4374878733860292,-0.776304972742694,856,304.46900674735895,-2,2025-01,2025-01
ORD-1474,2025-02-11,1,2025-02-12,CUST-5505,Hayley Atkinson,58,Male,Consumer,Central,United States,Montana,East Theresamouth,Office Supply,Desk Organizer,4,174,0.1593541836446228,585.0894881833425,89.97160140486409,0.1537740862243465,15.38305934513708,Medium,Pending,,-0.465442381442737,-0.3986412619026761,696,146.27237204583562,-1,2025-02,2025-02
ORD-1475,2025-06-03,1,2025-06-04,CUST-8143,Veronica Wright,25,Female,Corporate,West,United States,Massachusetts,Ashleytown,Technology,Printer,10,52,0.145478094815661,444.35139069585625,86.08112548030844,0.1937230923155321,3.354324397783433,Low,Returned,Not Specified,-0.6304112517914235,-0.42384247160437794,520,44.43513906958563,-1,2025-06,2025-06
ORD-1476,2025-02-04,1,2025-02-05,CUST-2300,Matthew Sanders,20,Male,Home Office,West,United States,Hawaii,New Laurafurt,Technology,Printer,2,147,0.1871170809765773,238.98757819288628,58.343922940267554,0.2441295207953374,19.565673328467067,Low,Returned,Incorrect Item,-0.8711323981187479,-0.6035148487904634,294,119.49378909644314,-1,2025-02,2025-02
ORD-1477,2025-08-12,6,2025-08-18,CUST-1313,Jessica Flores,60,Female,Home Office,South,United States,New Hampshire,Barbarafort,Technology,Computer,6,275,0.4006018287702276,989.0069825291246,113.36263970492128,0.1146226889268529,9.744570809780868,Low,Cancelled,,0.008017285455349469,-0.24712189183804625,1650,164.83449708818742,-6,2025-08,2025-08
ORD-1478,2025-10-05,7,2025-10-12,CUST-8423,Margaret Smith,23,Female,Home Office,Central,United States,Oregon,Levinefort,Furniture,Bookshelf,6,345,0.5355311581114367,961.450502709326,57.54513384679155,0.0598524143308801,8.204799632858125,Low,Returned,Incorrect Item,-0.024283572861019037,-0.6086891389910692,2070,160.24175045155434,-7,2025-10,2024-12
ORD-1479,2025-09-03,7,2025-09-10,CUST-2846,Fernando Watts,46,Male,Consumer,West,United States,New Hampshire,East Amanda,Office Supply,Desk Organizer,9,43,0.0205345727206714,379.0531203571001,46.64514224654874,0.1230570063705189,12.201817667344445,Critical,Delivered,,-0.7069518764397392,-0.6792956610185462,387,42.11701337301113,-7,2025-09,2025-09
ORD-1480,2025-04-03,7,2025-04-10,CUST-1264,Carl Dudley MD,18,Male,Home Office,South,United States,New Jersey,Cooleyfurt,Technology,Laptop,6,118,0.3516739314688686,459.014856520041,62.929017424310224,0.1370958184260048,12.996907860368632,Medium,Pending,,-0.6132231880361392,-0.573814130977212,708,76.50247608667351,-7,2025-04,2025-04
ORD-1481,2025-05-09,3,2025-05-12,CUST-7242,Michelle Young,56,Male,Consumer,South,United States,New Mexico,New Tinaburgh,Office Supply,Pen Set,8,306,0.0515115140264909,2321.8998136631503,433.2920112119628,0.186610984962516,9.142021191055608,Medium,Returned,Damaged Product,1.5703932772694638,1.8252742204713999,2448,290.2374767078938,-3,2025-05,2024-11
ORD-1482,2025-11-20,1,2025-11-21,CUST-5023,Heather Allen,33,Female,Home Office,South,United States,Idaho,East Karen,Technology,LCD Monitor,6,140,0.1520769867362397,712.2553311415586,130.29282233717987,0.1829299362748954,17.049446949663814,High,Returned,Late Delivery,-0.3163824905228623,-0.1374537969628954,840,118.70922185692645,-1,2025-11,2025-11
ORD-1483,2025-01-23,7,2025-01-30,CUST-4678,Kenneth Lee,38,Male,Home Office,South,United States,Ohio,Cooperfurt,Office Supply,Pen Set,1,490,0.415030459715713,286.6350747393006,27.93796149247822,0.0974687466908516,3.370972276652919,High,Pending,,-0.8152814677698861,-0.8004745589871329,490,286.6350747393006,-7,2025-01,2025-01
ORD-1484,2025-03-04,4,2025-03-08,CUST-3650,Mark Johnston,65,Female,Consumer,North,United States,Oklahoma,Jessicaburgh,Office Supply,Desk Organizer,9,180,0.5928631078116573,659.5617653451152,98.65998750744278,0.149584152222376,9.205399694605877,Critical,Cancelled,,-0.37814826808608665,-0.3423607850698974,1620,73.28464059390168,-4,2025-03,2025-01
ORD-1485,2025-07-31,2,2025-08-02,CUST-7064,Brenda Singh,27,Male,Corporate,Central,United States,Montana,Thomasland,Technology,LCD Monitor,10,403,0.2760259009872115,2917.615619021538,682.6954734155582,0.2339908893291808,14.27984838233356,Medium,Cancelled,,2.26867302677062,3.4408269377244047,4030,291.7615619021538,-2,2025-07,2025-07
ORD-1486,2025-06-09,1,2025-06-10,CUST-2758,Lori Collins,26,Female,Consumer,South,United States,Idaho,Johnsonshire,Furniture,Bookshelf,10,76,0.2824152853016283,545.3643831707625,74.45236961469071,0.1365185771425386,15.99235139406937,Low,Pending,,-0.5120069280395884,-0.4991696862748554,760,54.53643831707625,-1,2025-06,2025-06
ORD-1487,2024-11-25,3,2024-11-28,CUST-3479,Karen Obrien,30,Female,Corporate,Central,United States,Iowa,West Christina,Technology,Laptop,6,75,0.338646810253392,297.6089353859736,18.51010533960224,0.0621960671832524,6.550310668397268,High,Pending,,-0.8024182457527879,-0.8615450769786417,450,49.601489230995604,-3,2024-11,2024-11
ORD-1488,2025-01-15,6,2025-01-21,CUST-7973,Lisa Hughes,21,Female,Corporate,Central,United States,Arizona,Rachelside,Office Supply,Paper,4,226,0.5267009936687791,427.8623017234237,78.95777607521758,0.1845401563941873,13.2379768195672,Medium,Returned,Late Delivery,-0.6497392548653819,-0.4699851609867037,904,106.96557543085592,-6,2025-01,2025-01
ORD-1489,2025-08-23,2,2025-08-25,CUST-8082,Donna Gibson,24,Female,Corporate,West,United States,Virginia,Smithstad,Office Supply,Paper,4,393,0.0784817382557947,1448.6267074618906,153.39972580067248,0.1058932056205432,19.90483538284318,High,Pending,,0.5467693942713313,0.012225042087359798,1572,362.15667686547266,-2,2025-08,2025-08
ORD-1490,2025-08-06,2,2025-08-08,CUST-8251,James Grant,51,Male,Consumer,East,United States,New Hampshire,Tonyberg,Technology,Computer,8,198,0.4037567889473666,944.4492463073714,138.45691551538664,0.1466006945918254,18.238038916708582,High,Returned,Not Specified,-0.04421192284733461,-0.08456951539990863,1584,118.05615578842142,-2,2025-08,2025-08
ORD-1491,2025-02-07,7,2025-02-14,CUST-7384,Chelsea Palmer,39,Female,Corporate,West,United States,California,Walkershire,Technology,Mouse,3,179,0.2014715062625938,428.8098011369871,66.39219083647262,0.1548289956536302,17.93735894682743,Medium,Pending,,-0.6486286251872628,-0.5513808448996915,537,142.9366003789957,-7,2025-02,2025-02
ORD-1492,2025-08-22,1,2025-08-23,CUST-5982,Troy Barnes,37,Female,Corporate,Central,United States,Mississippi,Brianview,Office Supply,Desk Organizer,1,82,0.4426010656958472,45.70671261294053,4.186728665526809,0.0915998641377122,2.2084246851875284,High,Returned,Not Specified,-1.0976902855988957,-0.9543271494550489,82,45.70671261294053,-1,2025-08,2025-08
ORD-1493,2025-02-08,4,2025-02-12,CUST-5465,Anita Mooney,31,Female,Corporate,West,United States,Mississippi,West Kevin,Furniture,Office Chair,9,479,0.572098763863079,1844.6822289862664,383.83650470985447,0.2080773038729762,16.87388193683143,Critical,Delivered,,1.0110134983743133,1.5049178901836444,4311,204.96469210958514,-4,2025-02,2025-02
ORD-1494,2024-12-30,2,2025-01-01,CUST-6240,Jordan Cameron,42,Male,Consumer,North,United States,Maine,Lake Samantha,Office Supply,Stapler,2,92,0.0233931943818144,179.69565223374616,41.19981348507034,0.22927551653547,10.345223569790598,High,Pending,,-0.9406325705730971,-0.7145686905074511,184,89.84782611687308,-2,2024-12,2024-12
ORD-1495,2025-02-11,5,2025-02-16,CUST-3066,Denise Hammond,43,Female,Consumer,East,United States,Idaho,Carrhaven,Technology,Computer,9,210,0.1643714203968395,1579.3380154499737,259.51868711159125,0.164321180502738,19.50196028439253,Critical,Returned,Not Specified,0.6999851702804579,0.6996283956060416,1890,175.48200171666372,-5,2025-02,2025-02
ORD-1496,2025-01-23,1,2025-01-24,CUST-7980,Angela Petersen,46,Female,Consumer,East,United States,Iowa,Stephensview,Furniture,Bookshelf,2,168,0.4221926036542204,194.14328517218195,14.941670718306568,0.0769620783178521,5.583925668921138,Medium,Pending,,-0.9236974994898879,-0.8846602101762225,336,97.07164258609097,-1,2025-01,2025-01
ORD-1497,2025-04-20,5,2025-04-25,CUST-4879,Deborah Brown,35,Female,Corporate,North,United States,Louisiana,Clarkeport,Office Supply,Desk Organizer,10,321,0.1858638060587554,2613.377182551395,513.2014836435521,0.1963748237606186,4.254250773456964,Medium,Delivered,,1.9120540865039823,2.342901218029765,3210,261.3377182551395,-5,2025-04,2025-04
ORD-1498,2025-10-14,5,2025-10-19,CUST-4358,Nancy Vargas,53,Female,Consumer,North,United States,Texas,Connerberg,Technology,Printer,2,195,0.3200035081340134,265.1986318277348,41.23564171076691,0.155489647237518,11.101609478016186,Low,Cancelled,,-0.8404086070061512,-0.7143366071720112,390,132.5993159138674,-5,2025-10,2025-10
ORD-1499,2025-08-16,1,2025-08-17,CUST-6189,Priscilla Jones,41,Male,Consumer,Central,United States,Missouri,Port Karenchester,Furniture,Standing Desk,10,407,0.5280062874098135,1921.014410242059,434.51138519591547,0.2261885089873763,7.057049817354939,Medium,Delivered,,1.1004877341201742,1.8331729197745965,4070,192.1014410242059,-1,2025-08,2025-08
ORD-1500,2025-07-03,6,2025-07-09,CUST-4885,Todd Richardson,41,Female,Home Office,Central,United States,Montana,Daleview,Furniture,Office Chair,1,297,0.2124898796387497,233.8905057472913,33.45911223750467,0.1430545978367151,2.6590146865611377,Low,Pending,,-0.8771070297106663,-0.7647103798948254,297,233.89050574729131,-6,2025-07,2025-07
ORD-1501,2025-08-19,7,2025-08-26,CUST-4162,Sherry Cross,45,Female,Consumer,Central,United States,South Dakota,New Anthony,Technology,LCD Monitor,1,430,0.1039617637248637,385.2964415983086,43.49781677915807,0.1128944160468182,19.67522362208572,High,Delivered,,-0.6996336472553656,-0.699682989109332,430,385.2964415983086,-7,2025-08,2025-08
ORD-1502,2024-12-23,3,2024-12-26,CUST-7902,Alexandra Leblanc,54,Male,Home Office,North,United States,Montana,Port Scottmouth,Office Supply,Paper,6,427,0.2291166860638631,1975.003050304383,141.1008205003107,0.0714433430766421,9.048390035108833,Critical,Pending,,1.1637715579158974,-0.06744317783902108,2562,329.1671750507304,-3,2024-12,2024-12
ORD-1503,2025-07-11,3,2025-07-14,CUST-4105,Steven Robinson,47,Female,Consumer,North,United States,Kansas,West Allenfort,Office Supply,Desk Organizer,4,106,0.3189527842929597,288.76401945978506,52.52136964468095,0.1818833584008736,2.582092480035847,Low,Returned,Late Delivery,-0.8127859842310075,-0.6412314134079844,424,72.19100486494627,-3,2025-07,2025-07
ORD-1504,2024-11-28,5,2024-12-03,CUST-8190,Laurie Williams,56,Male,Corporate,South,United States,Florida,Stefanieville,Furniture,Office Chair,2,461,0.5442451537756958,420.2059682188085,86.77717238367694,0.2065110420766098,17.631873215239445,Low,Delivered,,-0.658713773576504,-0.41933371115599827,922,210.10298410940422,-5,2024-11,2024-11
ORD-1505,2025-02-20,2,2025-02-22,CUST-5150,Ronald Paul,30,Female,Consumer,Central,United States,Rhode Island,East Jennifer,Technology,LCD Monitor,4,306,0.2550788739724652,911.7834582577026,183.4044851946808,0.2011491692831787,13.716139551966032,Low,Cancelled,,-0.08250175516571331,0.2065858987539837,1224,227.94586456442565,-2,2025-02,2024-12
ORD-1506,2025-11-06,1,2025-11-07,CUST-9872,Courtney Ramos,46,Male,Corporate,Central,United States,Utah,West Shawn,Office Supply,Pen Set,9,437,0.5956416264977618,1590.341482984303,326.1657039425225,0.205091615500381,10.553839376498432,Medium,Pending,,0.7128830965808909,1.1313456147123349,3933,176.70460922047812,-1,2025-11,2025-11
ORD-1507,2025-05-05,4,2025-05-09,CUST-5010,Megan Thomas,32,Female,Home Office,South,United States,North Carolina,New Margaret,Furniture,Standing Desk,4,344,0.5883571013938814,566.4206284820192,133.50446531656277,0.2356984520043849,3.6470239004850136,Medium,Delivered,,-0.48732544473978956,-0.1166498414109352,1376,141.6051571205048,-4,2025-05,2025-05
ORD-1508,2025-07-11,3,2025-07-14,CUST-5238,Valerie Ferguson,49,Female,Home Office,North,United States,New Jersey,North Susanside,Office Supply,Desk Organizer,6,64,0.2161297465556706,301.0061773226225,43.77316384651866,0.1454228090462143,16.2424715184813,Low,Pending,,-0.7984361032157256,-0.6978993823424824,384,50.16769622043708,-3,2025-07,2025-07
ORD-1509,2025-09-09,6,2025-09-15,CUST-7503,Michael Wilson,20,Male,Corporate,North,United States,Nebraska,East Kristen,Furniture,Office Chair,7,57,0.0388213607584181,383.5102770573912,73.65003312751084,0.1920418761463577,16.668335279804907,Critical,Delivered,,-0.7017273344078315,-0.5043669553125905,399,54.787182436770166,-6,2025-09,2025-07
ORD-1510,2025-06-21,3,2025-06-24,CUST-9146,Hannah Patel,33,Male,Consumer,West,United States,Delaware,North Christian,Technology,LCD Monitor,2,216,0.4723738245305633,227.93450780279665,15.233834725636124,0.0668342624926984,19.29098216116596,High,Pending,,-0.8840884673614753,-0.8827676688628245,432,113.96725390139832,-3,2025-06,2025-06
ORD-1511,2025-03-19,2,2025-03-21,CUST-6837,Luke Davis,19,Female,Home Office,Central,United States,Maryland,West James,Technology,LCD Monitor,6,185,0.4085867205493665,656.4687401902032,85.71834157254149,0.1305749022378517,14.394254064401458,Critical,Pending,,-0.3817738170658948,-0.42619246515615195,1110,109.41145669836719,-2,2025-03,2025-03
ORD-1512,2025-03-21,4,2025-03-25,CUST-2742,Kellie Mckee,41,Female,Home Office,East,United States,Arkansas,Cassandraberg,Furniture,Standing Desk,10,46,0.5652392870812042,199.9899279426461,49.32077400989456,0.246616289716545,18.620803595596325,High,Returned,Customer Changed Mind,-0.916844244611538,-0.6619638079341928,460,19.99899279426461,-4,2025-03,2025-03
ORD-1513,2025-10-03,1,2025-10-04,CUST-2324,Christian Hernandez,22,Male,Home Office,West,United States,Massachusetts,Alvaradoport,Office Supply,Desk Organizer,4,500,0.0209774190687026,1958.0451618625948,227.8983912518639,0.1163907736607439,18.708427824081,Medium,Pending,,1.1438940425189768,0.494802630778347,2000,489.5112904656487,-1,2025-10,2025-10
ORD-1514,2025-09-14,1,2025-09-15,CUST-7778,Kaitlyn Phillips,45,Male,Home Office,East,United States,Washington,New Jillianview,Office Supply,Desk Organizer,4,293,0.3258816429411437,790.0667144729796,98.46445038776449,0.124628020120359,17.820636192838528,Medium,Pending,,-0.22517437958762324,-0.3436274095274289,1172,197.5166786182449,-1,2025-09,2025-09
ORD-1515,2025-01-13,4,2025-01-17,CUST-4424,Dale Simmons,24,Male,Home Office,South,United States,Utah,Port Katelyn,Furniture,Office Chair,10,279,0.0691114067292384,2597.179175225425,486.5729846641595,0.1873467141988488,18.97948218996893,Medium,Pending,,1.8930672803855988,2.170410653935637,2790,259.71791752254245,-4,2025-01,2025-01
ORD-1516,2025-09-12,1,2025-09-13,CUST-9708,Elizabeth Allen,22,Male,Home Office,East,United States,Arizona,South Maria,Furniture,Standing Desk,7,326,0.0066104843626947,2266.9148746843307,374.2059341899786,0.1650727772661013,4.574475771035097,High,Pending,,1.5059416225188098,1.4425342559124366,2282,323.84498209776154,-1,2025-09,2025-09
ORD-1517,2025-07-25,3,2025-07-28,CUST-3929,Erin Ford,26,Female,Corporate,West,United States,Colorado,Millshaven,Technology,Computer,9,305,0.0070911419951186,2725.534815223399,607.7347223132624,0.2229781542025355,9.759257313678823,High,Cancelled,,2.043521814810659,2.9552561117998626,2745,302.8372016914888,-3,2025-07,2025-07
ORD-1518,2025-10-07,7,2025-10-14,CUST-5675,Christine Hodges,27,Male,Corporate,Central,United States,Vermont,South Christopherchester,Technology,Mouse,3,110,0.5043786638894621,163.5550409164775,30.72811649851357,0.1878763034531321,15.04998112540381,Medium,Cancelled,,-0.9595520988549384,-0.782400862408383,330,54.51834697215917,-7,2025-10,2025-05
ORD-1519,2025-10-09,5,2025-10-14,CUST-3556,Daniel Ballard,35,Female,Corporate,Central,United States,Nebraska,Aliciamouth,Furniture,Bookshelf,2,228,0.3833792698262626,281.17905295922424,24.936862127974237,0.0886867704600687,13.15414643543144,Low,Cancelled,,-0.821676848734426,-0.819914682994364,456,140.58952647961212,-5,2025-10,2025-10
ORD-1520,2025-11-04,7,2025-11-11,CUST-5734,Kelli Clark,18,Male,Corporate,North,United States,New Mexico,Pattersonshire,Office Supply,Filing Cabinet,10,27,0.2708514850572134,196.8700990345524,27.12023760603069,0.1377570171347902,14.216855691081312,Low,Cancelled,,-0.9205012121266428,-0.8057715024819854,270,19.687009903455237,-7,2025-11,2025-11
ORD-1521,2025-08-30,3,2025-09-02,CUST-3163,Stephen Hanson,43,Female,Home Office,East,United States,Hawaii,South Sarahstad,Office Supply,Pen Set,3,478,0.2345443860047966,1097.6633504691215,121.58972650628526,0.1107714186269588,11.080995102597456,Low,Delivered,,0.13538093890282007,-0.19382955852564884,1434,365.8877834897072,-3,2025-08,2025-08
ORD-1522,2024-12-27,7,2025-01-03,CUST-9930,Tina Hammond,52,Female,Home Office,East,United States,Vermont,Port Melissaburgh,Furniture,Standing Desk,6,141,0.2476534862458657,636.4851506359976,137.45517676260943,0.2159597543246053,4.653848936861069,Low,Pending,,-0.4051979662701445,-0.0910584460255218,846,106.08085843933294,-7,2024-12,2024-12
ORD-1523,2025-02-07,3,2025-02-10,CUST-8010,Kelsey Craig,40,Male,Home Office,West,United States,Texas,Huffmanside,Office Supply,Paper,8,473,0.0977788039778386,3414.0050057478584,643.0933774127557,0.1883691958066951,8.915939859028764,Medium,Returned,Not Specified,2.850525402518413,3.184297725014383,3784,426.75062571848235,-3,2025-02,2025-02
ORD-1524,2025-04-02,6,2025-04-08,CUST-2405,Maureen Anderson,43,Male,Corporate,Central,United States,North Carolina,Watsonmouth,Office Supply,Filing Cabinet,1,355,0.0999819891446875,319.5063938536359,26.34080429306768,0.0824421820651709,19.79114310975711,Critical,Pending,,-0.7767507182573368,-0.8108204123710027,355,319.5063938536359,-6,2025-04,2025-04
ORD-1525,2025-11-03,2,2025-11-05,CUST-6650,Linda Ruiz,41,Female,Consumer,East,United States,West Virginia,New Sarah,Office Supply,Filing Cabinet,2,99,0.2052838855640588,157.35379065831634,28.33065626744098,0.1800443201839298,13.528170751189403,Critical,Delivered,,-0.9668210137266157,-0.797930812781139,198,78.67689532915817,-2,2025-11,2025-04
ORD-1526,2024-12-07,7,2024-12-14,CUST-2981,Matthew York,41,Male,Consumer,East,United States,North Dakota,East Daniel,Technology,Computer,1,237,0.0397432781270025,227.5808430839004,47.94420856130857,0.2106689118100919,10.493894266064643,High,Delivered,,-0.8845030222702036,-0.6708807412890485,237,227.5808430839004,-7,2024-12,2024-12
ORD-1527,2025-10-24,2,2025-10-26,CUST-1485,Michael Hanson,25,Male,Consumer,Central,United States,Oregon,Port Morganberg,Office Supply,Desk Organizer,10,279,0.1143930030403986,2470.843521517288,446.72322987055287,0.1807978635556129,13.88416958305791,Medium,Pending,,1.7449805117773527,1.912277189909695,2790,247.0843521517288,-2,2025-10,2025-10
ORD-1528,2025-03-16,1,2025-03-17,CUST-6211,Gary Combs,48,Male,Home Office,Central,United States,Pennsylvania,New Heather,Furniture,Binder,2,84,0.1515339195305231,142.5423015188721,12.50772520275224,0.0877474621180875,8.554664538430147,Critical,Cancelled,,-0.9841825858605093,-0.900426500092798,168,71.27115075943605,-1,2025-03,2025-03
